Unnamed: 0,fullback,team,minutes_played,overlap_inversion,final_third_entries,defensive_performance,ball_progression,chance_creation,matches_played,full_match_equivalent,overlap_inversion_ci,final_third_entries_ci,defensive_performance_ci,ball_progression_ci,chance_creation_ci,composite_score,competition_id,season_id,cluster
577,Ángel Martín Correa,Atlético Madrid,57.98,5.6,6.4,6.6,6.2,5.6,1,0.6,0.03,0.03,0.02,0.02,0.0,6.08,11,4,1
296,José Ignacio Fernández Iglesias,Spain,93.98,6.0,6.5,5.7,6.6,5.6,1,1.0,0.04,0.04,0.03,0.03,0.0,6.08,55,282,1
576,Álvaro Tejero Sacristán,Eibar,85.0,5.3,6.3,5.3,6.7,6.8,1,0.9,0.03,0.04,0.02,0.03,0.0,6.08,11,42,1
289,Josha Mamadou Karaboue Vagnoman,VfB Stuttgart,81.0,6.2,5.4,7.1,5.5,6.2,1,0.9,0.03,0.04,0.03,0.02,0.0,6.08,9,281,1
419,Moussa Wagué,Barcelona,92.98,5.5,5.8,6.5,6.5,6.1,1,1.0,0.03,0.04,0.02,0.03,0.0,6.08,11,42,1
171,Enzo Gianni Tchato Mbiayi,Montpellier,88.98,6.3,6.1,6.3,6.0,5.7,1,1.0,0.03,0.04,0.03,0.03,0.0,6.08,7,235,1
233,Hiroki Sakai,Japan,72.0,5.8,6.2,6.2,6.0,6.1,1,0.8,0.03,0.03,0.02,0.02,0.0,6.06,43,106,1
38,Alidu Seidu,Ghana,98.98,6.1,6.5,5.8,6.1,5.8,1,1.1,0.03,0.03,0.02,0.02,0.0,6.06,43,106,1
313,Kevin Mbabu,Augsburg,92.98,6.3,5.4,6.6,6.4,5.6,1,1.0,0.03,0.04,0.03,0.02,0.0,6.06,9,281,1
23,Alejandro Pozo Pozo,Mallorca,91.98,5.4,5.8,6.3,6.2,6.6,1,1.0,0.03,0.04,0.02,0.03,0.0,6.06,11,42,1
315,Kevin Paredes,Wolfsburg,87.0,6.4,5.8,6.3,5.9,5.8,1,1.0,0.03,0.04,0.03,0.02,0.0,6.04,9,281,1
98,Carlos Martín Vigaray,Deportivo Alavés,89.98,6.0,5.4,6.6,6.3,5.9,1,1.0,0.03,0.03,0.02,0.02,0.0,6.04,11,4,1
329,Luan Peres Petroni,Marseille,94.98,6.3,6.1,6.2,6.0,5.6,1,1.1,0.04,0.04,0.03,0.03,0.0,6.04,7,108,1
528,Tariq Lamptey,Ghana,107.97,6.1,5.8,6.6,5.5,6.2,2,1.2,0.03,0.03,0.02,0.02,0.0,6.04,43,106,1
18,Alberto Rodríguez Baró,Deportivo Alavés,89.0,6.1,6.3,5.4,6.7,5.7,1,1.0,0.03,0.04,0.03,0.03,0.0,6.04,11,90,1
332,Luca Cigarini,Atalanta,93.98,5.7,5.0,7.3,5.9,6.3,1,1.0,0.03,0.03,0.02,0.02,0.0,6.04,12,27,1
155,Dylan Daniel Mahmoud Bronn,Metz,93.95,6.1,6.1,6.3,6.3,5.4,1,1.0,0.04,0.04,0.03,0.03,0.0,6.04,7,108,1
205,Franck Queudrue,Middlesbrough,90.98,5.8,5.6,6.6,5.7,6.5,1,1.0,0.03,0.03,0.02,0.02,0.0,6.04,2,44,1
449,Oleksandr Tymchyk,Ukraine,109.97,6.1,5.4,6.5,6.0,6.2,2,1.2,0.04,0.04,0.03,0.03,0.0,6.04,55,282,1
284,Jorge Eduardo Sánchez Ramos,Mexico,85.0,6.0,6.5,5.2,6.5,6.0,1,0.9,0.03,0.03,0.02,0.02,0.0,6.04,43,106,1
78,Ben Thatcher,Leicester City,91.98,5.9,5.3,6.3,5.6,7.0,1,1.0,0.03,0.03,0.02,0.02,0.0,6.02,2,44,1
257,Jamie Carragher,Liverpool,91.97,5.6,5.8,6.5,6.0,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,6.02,2,44,1
263,Jean-Charles Castelletto,Nantes,64.0,6.0,6.3,5.5,6.4,5.9,1,0.7,0.03,0.04,0.03,0.03,0.0,6.02,7,235,1
391,Mauricio Taricco,Tottenham Hotspur,96.98,5.9,6.1,5.9,6.2,6.0,1,1.1,0.03,0.03,0.02,0.02,0.0,6.02,2,44,1
261,Javier López Rodríguez,Espanyol,94.95,6.1,5.4,6.0,6.4,6.2,1,1.1,0.03,0.03,0.02,0.02,0.0,6.02,11,4,1
26,Alessandro Frara,Frosinone,112.98,5.9,5.3,6.5,6.2,6.1,2,1.3,0.03,0.03,0.02,0.02,0.0,6.0,12,27,1
238,Ian Harte,Leeds United,86.0,5.7,6.0,6.4,5.8,6.1,1,1.0,0.03,0.03,0.02,0.02,0.0,6.0,2,44,1
496,Róbert Mazáň,Celta Vigo,91.97,6.3,5.4,6.3,6.0,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,6.0,11,4,1
220,Gerson Santos da Silva,Marseille,93.98,6.3,5.4,6.3,5.4,6.6,1,1.0,0.04,0.04,0.03,0.03,0.0,6.0,7,108,1
524,Sultan Abdullah Salim Al Ghannam,Saudi Arabia,113.97,6.2,5.7,5.2,5.9,7.0,2,1.3,0.03,0.03,0.02,0.02,0.0,6.0,43,106,1
353,Lutsharel Geertruida,Netherlands,96.98,6.0,6.3,5.9,6.0,5.8,1,1.1,0.04,0.04,0.03,0.03,0.0,6.0,55,282,1
512,Simon Davies,Tottenham Hotspur,96.98,5.7,5.8,5.9,5.5,7.0,1,1.1,0.03,0.03,0.02,0.02,0.0,5.98,2,44,1
515,Siniša Anđelković,Palermo,145.98,6.3,5.4,6.3,7.2,4.7,2,1.6,0.03,0.03,0.02,0.02,0.0,5.98,12,27,1
130,Danny Higginbotham,Southampton,87.0,5.8,5.5,6.8,5.8,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.98,2,44,1
73,Axel Disasi,France,105.75,6.2,6.1,5.6,6.1,5.9,2,1.2,0.03,0.03,0.02,0.02,0.0,5.98,43,106,1
207,Frank Mohammed Sinclair,Leicester City,89.98,5.6,5.9,6.7,5.8,5.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.98,2,44,1
176,Ethan Ampadu,Wales,92.98,6.1,5.2,6.3,5.9,6.4,1,1.0,0.03,0.03,0.02,0.02,0.0,5.98,43,106,1
537,Thomas Vermaelen,Barcelona,70.0,5.9,6.6,5.9,6.1,5.4,1,0.8,0.03,0.03,0.02,0.02,0.0,5.98,11,4,1
374,Markus Babbel,Blackburn Rovers,81.0,5.5,5.6,6.9,5.6,6.3,1,0.9,0.03,0.03,0.02,0.02,0.0,5.98,2,44,1
547,Valentin Rongier,Marseille,76.0,6.0,6.2,6.0,5.9,5.8,1,0.8,0.04,0.04,0.03,0.03,0.0,5.98,7,108,1
418,Moussa Diarra,Toulouse,70.0,6.2,5.5,5.5,6.8,5.9,1,0.8,0.03,0.04,0.03,0.03,0.0,5.98,7,235,1
208,Fábio Pereira da Silva,Nantes,52.0,5.8,6.1,5.9,6.0,6.0,1,0.6,0.04,0.04,0.03,0.03,0.0,5.96,7,108,1
69,Arnaud Souquet,Montpellier,75.0,5.9,6.1,6.0,5.5,6.3,1,0.8,0.04,0.04,0.03,0.03,0.0,5.96,7,108,1
475,Przemysław Frankowski,Poland,92.98,6.0,5.6,5.8,6.0,6.4,1,1.0,0.04,0.04,0.03,0.03,0.0,5.96,55,282,1
396,Maximilian Wöber,Sevilla,57.0,5.7,6.0,6.1,6.0,6.0,1,0.6,0.03,0.03,0.02,0.02,0.0,5.96,11,4,1
113,Cristian Molinaro,Torino,91.97,5.7,6.2,6.5,6.0,5.4,1,1.0,0.03,0.03,0.02,0.02,0.0,5.96,12,27,1
429,Nicky Hunt,Bolton Wanderers,89.0,5.6,6.0,5.9,6.0,6.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.96,2,44,1
457,Pablo Hervías Ruiz,Real Valladolid,90.98,6.1,5.9,5.4,6.3,6.1,1,1.0,0.03,0.04,0.03,0.03,0.0,5.96,11,90,1
370,Mario Melchiot,Chelsea,91.98,5.6,6.0,6.0,5.9,6.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.96,2,44,1
348,Lukas Klostermann,Germany,79.93,5.8,6.1,5.6,6.4,5.9,2,0.9,0.03,0.03,0.02,0.02,0.0,5.96,43,106,1
531,Thierry Rendall Correia,Valencia,92.98,6.0,5.4,6.8,5.5,6.1,1,1.0,0.03,0.04,0.03,0.03,0.0,5.96,11,90,1
535,Thomas Meunier,Belgium,80.0,5.8,6.5,5.7,5.5,6.3,1,0.9,0.03,0.03,0.02,0.02,0.0,5.96,43,106,1
564,Xavier Quintillà Guasch,Villarreal,92.98,5.6,6.0,6.7,5.6,5.8,1,1.0,0.03,0.04,0.02,0.03,0.0,5.94,11,42,1
159,Edimilson Fernandes,Switzerland,130.97,6.4,6.2,5.4,5.5,6.2,2,1.5,0.03,0.03,0.02,0.02,0.0,5.94,43,106,1
304,Joško Gvardiol,Croatia,90.98,6.1,6.4,6.0,5.9,5.3,1,1.0,0.04,0.04,0.03,0.03,0.0,5.94,55,282,1
162,Ehsan Hajsafi,Iran,71.0,5.9,6.0,5.8,6.0,5.9,1,0.8,0.03,0.03,0.02,0.02,0.0,5.92,43,106,1
522,Steve Finnan,Liverpool,92.98,5.6,6.0,6.1,6.2,5.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.92,2,44,1
191,Federico Mattiello,Chievo,91.98,5.5,5.7,6.0,6.0,6.4,1,1.0,0.03,0.03,0.02,0.02,0.0,5.92,12,27,1
188,Federico Barba,Real Valladolid,88.0,5.6,5.9,6.3,5.9,5.9,1,1.0,0.03,0.04,0.02,0.03,0.0,5.92,11,42,1
222,Gideon Mensah,Ghana,86.0,6.1,6.2,5.7,5.8,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.92,43,106,1
258,Jamie Clapham,Birmingham City,92.98,5.8,6.0,5.8,6.4,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.92,2,44,1
228,Glen Johnson,Chelsea,89.0,5.6,6.0,5.9,5.9,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,5.92,2,44,1
294,José Antonio Rodríguez Díaz,Granada,86.0,6.1,5.4,5.4,5.9,6.8,1,1.0,0.03,0.04,0.03,0.03,0.0,5.92,11,90,1
316,Kevin Vázquez Comesaña,Celta Vigo,83.98,6.0,5.8,6.3,6.0,5.5,1,0.9,0.03,0.04,0.03,0.03,0.0,5.92,11,90,1
364,Marco Parolo,Lazio,87.0,5.6,5.4,5.7,5.9,6.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.9,12,27,1
526,Sébastien Schemmel,Portsmouth,92.97,5.6,5.7,6.6,5.5,6.1,1,1.0,0.03,0.03,0.02,0.02,0.0,5.9,2,44,1
405,Miguel Ángel Trauco Saavedra,Saint-Étienne,91.98,6.3,5.4,5.9,5.9,6.0,1,1.0,0.04,0.04,0.03,0.03,0.0,5.9,7,108,1
566,Yasir Gharsan Al Shahrani,Saudi Arabia,94.98,6.2,5.6,6.0,5.4,6.3,1,1.1,0.03,0.03,0.02,0.02,0.0,5.9,43,106,1
409,Mikkel Desler,Toulouse,31.98,5.6,5.8,6.6,5.9,5.6,1,0.4,0.03,0.04,0.03,0.03,0.0,5.9,7,235,1
262,Javier Moyano Lujano,Real Valladolid,93.98,5.4,5.6,6.1,6.2,6.2,1,1.0,0.03,0.04,0.02,0.03,0.0,5.9,11,42,1
408,Miki Yamane,Japan,57.0,5.6,5.9,5.8,5.8,6.4,1,0.6,0.03,0.03,0.02,0.02,0.0,5.9,43,106,1
256,Jakub Piotr Kiwior,Poland,92.98,6.1,5.8,5.9,6.1,5.5,1,1.0,0.04,0.04,0.03,0.03,0.0,5.88,55,282,1
471,Philippe Coutinho Correia,Barcelona,46.98,5.5,6.2,5.4,6.2,6.1,1,0.5,0.03,0.03,0.02,0.02,0.0,5.88,11,4,1
275,John O''Shea,Manchester United,92.95,5.9,5.4,6.1,5.5,6.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,2,44,1
416,Mohammed Al Burayk,Saudi Arabia,64.0,5.8,6.1,5.6,5.9,6.0,1,0.7,0.03,0.03,0.02,0.02,0.0,5.88,43,106,1
572,Yvann Macon,Saint-Étienne,85.0,6.1,5.4,6.2,5.4,6.3,1,0.9,0.04,0.04,0.03,0.03,0.0,5.88,7,108,1
518,Stefano Sabelli,Carpi,93.98,5.5,5.7,5.7,5.8,6.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,12,27,1
15,Alan Wright,Middlesbrough,90.98,5.8,6.0,5.9,5.7,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,2,44,1
143,Denis Irwin,Wolverhampton Wanderers,91.98,5.6,5.7,5.9,5.6,6.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,2,44,1
499,Sam Adekugbe,Canada,81.98,6.0,6.1,5.2,6.1,6.0,2,0.9,0.03,0.03,0.02,0.02,0.0,5.88,43,106,1
544,Tony Hibbert,Everton,90.98,5.6,6.1,5.5,6.2,5.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.86,2,44,1
540,Timothy Castagne,Belgium,92.98,6.0,5.8,5.2,6.0,6.3,1,1.0,0.04,0.04,0.03,0.03,0.0,5.86,55,282,1
253,Iván Balliu Campeny,Albania,85.97,5.9,6.0,5.9,5.9,5.6,1,1.0,0.04,0.04,0.03,0.03,0.0,5.86,55,282,1
404,Micky van de Ven,Netherlands,76.93,6.0,5.8,5.7,5.7,6.1,4,0.9,0.04,0.04,0.03,0.03,0.0,5.86,55,282,1
458,Pablo Paulino Rosario,OGC Nice,23.97,5.5,5.9,6.0,5.9,6.0,1,0.3,0.03,0.04,0.03,0.03,0.0,5.86,7,235,1
61,Antonio Candreva,Lazio,95.98,5.7,5.8,4.7,6.0,7.1,1,1.1,0.03,0.03,0.02,0.02,0.0,5.86,12,27,1
118,Damien Johnson,Birmingham City,91.98,5.6,6.2,5.7,6.4,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.84,2,44,1
132,Darren Kenton,Southampton,117.98,6.0,5.4,6.3,5.6,5.9,2,1.3,0.03,0.03,0.02,0.02,0.0,5.84,2,44,1
83,Bilal Brahimi,OGC Nice,25.97,5.6,5.5,5.8,6.0,6.3,1,0.3,0.03,0.04,0.03,0.03,0.0,5.84,7,235,1
448,Oleg Luzhny,Wolverhampton Wanderers,89.95,5.6,6.3,5.9,5.8,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.84,2,44,1
426,Nelson Sissoko,Saint-Étienne,47.0,5.7,6.1,5.9,6.1,5.4,1,0.5,0.04,0.04,0.03,0.03,0.0,5.84,7,108,1
446,Néstor Alejandro Araújo Razo,Mexico,92.97,6.0,5.7,5.6,6.2,5.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.84,43,106,1
521,Stephen Kelly,Tottenham Hotspur,78.0,5.4,6.0,5.9,5.9,5.9,1,0.9,0.03,0.03,0.02,0.02,0.0,5.82,2,44,1
92,Bryan Oviedo,Costa Rica,81.0,6.0,5.7,5.7,6.1,5.6,1,0.9,0.03,0.03,0.02,0.02,0.0,5.82,43,106,1
55,Andy Impey,Leicester City,92.98,5.6,5.7,5.3,5.8,6.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.82,2,44,1
80,Benjamin Pavard,France,88.0,5.9,6.4,5.2,6.1,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.82,43,106,1
476,Quentin Merlin,Nantes,34.87,5.6,5.9,5.4,5.8,6.4,1,0.4,0.04,0.04,0.03,0.03,0.0,5.82,7,108,1
527,Tajon Buchanan,Canada,93.98,6.2,5.2,5.2,6.3,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,5.82,43,106,1
136,David Unsworth,Everton,67.0,5.6,5.4,5.9,5.4,6.8,1,0.7,0.03,0.03,0.02,0.02,0.0,5.82,2,44,1
59,Antoine Mendy,OGC Nice,62.0,6.0,5.5,6.0,5.5,6.0,1,0.7,0.03,0.04,0.03,0.03,0.0,5.8,7,235,1
0,Aaron Hughes,Newcastle United,92.98,5.6,6.0,5.7,5.9,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.8,2,44,1
525,Sébastien Corchia,Nantes,41.0,5.6,5.9,5.8,5.7,5.9,1,0.5,0.04,0.04,0.03,0.03,0.0,5.78,7,108,1
561,Warren Kamanzi,Toulouse,59.0,5.9,6.3,5.5,5.5,5.7,1,0.7,0.03,0.04,0.03,0.03,0.0,5.78,7,235,1
272,Joakim Mæhle,Denmark,95.98,6.2,6.0,5.2,5.8,5.7,1,1.1,0.04,0.04,0.03,0.03,0.0,5.78,55,282,1
455,Pablo Estífer Armero,Udinese,95.98,5.7,5.7,4.7,6.0,6.8,1,1.1,0.03,0.03,0.02,0.02,0.0,5.78,12,27,1
177,Ezequiel Muñoz,Genoa,93.98,5.6,5.9,6.4,5.9,5.1,1,1.0,0.03,0.03,0.02,0.02,0.0,5.78,12,27,1
249,Issa Kabore,Marseille,24.95,5.5,5.9,6.3,5.5,5.7,1,0.3,0.03,0.04,0.03,0.03,0.0,5.78,7,235,1
107,Colin Cooper,Middlesbrough,91.98,5.7,5.8,5.8,5.5,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.76,2,44,1
45,Amine Adli,Bayer Leverkusen,27.0,5.6,5.4,5.4,6.1,6.3,1,0.3,0.03,0.04,0.03,0.02,0.0,5.76,9,281,1
239,Ian Maatsen,Borussia Dortmund,45.0,5.9,5.4,6.6,5.4,5.5,1,0.5,0.03,0.04,0.03,0.02,0.0,5.76,9,281,1
352,Luke Young,Charlton Athletic,91.98,5.6,5.5,6.0,5.5,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,5.76,2,44,1
140,Davide Zappacosta,Torino,89.98,5.4,5.7,6.1,6.1,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.76,12,27,1
16,Alberto Grassi,Atalanta,91.98,5.5,6.2,5.5,6.7,4.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.74,12,27,1
569,Yukhym Konoplya,Ukraine,71.0,5.8,6.0,5.5,5.8,5.6,1,0.8,0.04,0.04,0.03,0.03,0.0,5.74,55,282,1
166,Emerson Palmieri dos Santos,AS Roma,136.72,6.3,5.5,5.8,5.3,5.8,4,1.5,0.03,0.03,0.02,0.02,0.0,5.74,12,27,1
86,Boris Živković,Portsmouth,86.98,5.8,5.7,5.8,5.5,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.72,2,44,1
108,Colin Dagba,Paris Saint-Germain,28.98,5.5,5.8,5.6,5.9,5.8,1,0.3,0.04,0.04,0.03,0.03,0.0,5.72,7,108,1
403,Mickaël Alphonse,AC Ajaccio,17.0,5.5,5.8,5.5,5.5,6.3,1,0.2,0.03,0.04,0.03,0.03,0.0,5.72,7,235,1
70,Arthur Theate,Belgium,72.0,5.9,6.0,5.4,5.8,5.4,1,0.8,0.04,0.04,0.03,0.03,0.0,5.7,55,282,1
57,Ansgar Knauff,Eintracht Frankfurt,23.98,5.6,5.4,5.4,5.7,6.4,1,0.3,0.03,0.04,0.03,0.02,0.0,5.7,9,281,1
190,Federico Dimarco,Italy,82.0,6.0,5.2,5.2,6.4,5.7,1,0.9,0.04,0.04,0.03,0.03,0.0,5.7,55,282,1
209,Gabriel Alonso Suazo Urbina,Toulouse,19.93,5.5,5.8,5.5,5.9,5.8,1,0.2,0.03,0.04,0.03,0.03,0.0,5.7,7,235,1
322,Kévin Constant,Bologna,108.95,5.9,6.3,4.7,6.3,5.2,2,1.2,0.03,0.03,0.02,0.02,0.0,5.68,12,27,1
460,Paolo Sammarco,Frosinone,92.98,5.6,5.9,5.6,6.0,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,12,27,1
131,Danny Mills,Middlesbrough,89.98,5.7,5.4,6.0,5.8,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,2,44,1
451,Oliver Kragl,Frosinone,94.97,5.7,5.5,5.6,5.1,6.5,1,1.1,0.03,0.03,0.02,0.02,0.0,5.68,12,27,1
259,Jan Vertonghen,Belgium,94.98,6.2,6.1,5.2,5.7,5.2,1,1.1,0.03,0.03,0.02,0.02,0.0,5.68,43,106,1
94,Caio Henrique Oliveira Silva,AS Monaco,44.0,5.7,5.4,5.4,5.9,6.0,1,0.5,0.04,0.04,0.03,0.03,0.0,5.68,7,108,1
513,Simone Missiroli,Sassuolo,91.98,5.5,5.6,5.3,6.2,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,12,27,1
575,Álvaro Odriozola Arzallus,Real Madrid,47.98,5.7,5.7,5.9,5.5,5.6,1,0.5,0.03,0.04,0.03,0.03,0.0,5.68,11,90,1
452,Olivier Bernard,Newcastle United,91.98,5.8,6.0,5.8,5.5,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,2,44,1
95,Carlos Clerc Martínez,Levante UD,92.98,5.6,5.3,6.1,5.4,5.9,1,1.0,0.03,0.04,0.02,0.03,0.0,5.66,11,42,1
303,João Victor da Silva Marcelino,Nantes,22.98,5.5,5.9,5.5,5.9,5.5,1,0.3,0.03,0.04,0.03,0.03,0.0,5.66,7,235,1
141,DeAndre Yedlin,United States,45.95,5.5,5.6,5.6,5.8,5.8,2,0.5,0.03,0.03,0.02,0.02,0.0,5.66,43,106,1
133,David Doudera,Czech Republic,89.98,6.1,5.2,5.8,5.5,5.7,1,1.0,0.04,0.04,0.03,0.03,0.0,5.66,55,282,1
523,Stuart Parnaby,Middlesbrough,90.98,5.6,5.8,5.4,5.5,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.66,2,44,1
43,Amankwaa Akurugu,Getafe,45.92,5.7,6.0,5.4,5.5,5.7,1,0.5,0.03,0.04,0.03,0.03,0.0,5.66,11,90,1
91,Bruno da Silva Peres,Torino,92.98,5.5,5.5,5.9,5.4,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.66,12,27,1
53,Andrei Burcă Andonie,Romania,81.0,6.0,5.8,5.2,5.5,5.7,1,0.9,0.04,0.04,0.03,0.03,0.0,5.64,55,282,1
105,Chul Hong,South Korea,44.0,5.6,5.9,5.2,5.8,5.7,1,0.5,0.03,0.03,0.02,0.02,0.0,5.64,43,106,1
163,El Chadaille Bitshiabu,Paris Saint-Germain,18.0,5.5,5.8,5.5,5.8,5.6,1,0.2,0.03,0.04,0.03,0.03,0.0,5.64,7,235,1
48,Andrea Barzagli,Juventus,89.0,5.5,5.5,6.7,5.6,4.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.64,12,27,1
434,Nicolò Cherubin,Atalanta,107.97,5.9,5.6,5.6,5.5,5.5,2,1.2,0.03,0.03,0.02,0.02,0.0,5.62,12,27,1
189,Federico Bernardeschi,Fiorentina,93.98,5.7,5.7,5.3,5.5,5.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.62,12,27,1
58,Anthony Rouault,VfB Stuttgart,24.65,5.5,5.7,5.4,5.9,5.5,2,0.3,0.03,0.04,0.03,0.02,0.0,5.6,9,281,1
102,Chris Baird,Southampton,58.0,5.3,5.3,6.3,5.3,5.8,1,0.6,0.03,0.03,0.02,0.02,0.0,5.6,2,44,1
29,Alessio Romagnoli,AC Milan,91.98,5.7,5.2,6.2,5.4,5.4,1,1.0,0.03,0.03,0.02,0.02,0.0,5.58,12,27,1
488,Richie Laryea,Canada,59.0,5.8,5.2,5.7,5.3,5.9,1,0.7,0.03,0.03,0.02,0.02,0.0,5.58,43,106,1
111,Cristian Eduardo Zapata Valencia,AC Milan,82.0,5.4,5.5,6.5,5.6,4.9,1,0.9,0.03,0.03,0.02,0.02,0.0,5.58,12,27,1
467,Perparim Hetemaj,Chievo,92.98,5.7,5.4,6.1,5.1,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.58,12,27,1
375,Marnon Busch,FC Heidenheim,17.98,5.4,5.6,5.9,5.4,5.6,1,0.2,0.03,0.04,0.03,0.02,0.0,5.58,9,281,1
2,Abdelhamid Sabiri,Morocco,26.97,5.4,5.2,5.2,5.7,6.3,1,0.3,0.03,0.03,0.02,0.02,0.0,5.56,43,106,1
100,Carlos Soler Barragán,Paris Saint-Germain,18.98,5.5,5.5,5.5,5.5,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.54,7,235,1
206,Franco Damián Vázquez,Sevilla,40.98,5.4,5.4,5.8,5.7,5.4,1,0.5,0.03,0.03,0.02,0.02,0.0,5.54,11,4,1
481,Rasmus Nissen Kristensen,Denmark,46.0,5.5,5.7,5.2,5.7,5.6,1,0.5,0.03,0.03,0.02,0.02,0.0,5.54,43,106,1
380,Massadio Haïdara,Lens,16.0,5.5,5.5,5.5,5.5,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.54,7,235,1
167,Emil Hallfreðsson,Hellas Verona,93.98,5.7,5.0,5.5,5.3,6.1,1,1.0,0.03,0.03,0.02,0.02,0.0,5.52,12,27,1
99,Carlos Neva Tey,Granada,42.0,5.7,5.4,5.4,5.4,5.7,1,0.5,0.03,0.04,0.03,0.03,0.0,5.52,11,90,1
193,Felipe Dias da Silva dal Belo,Udinese,91.98,5.6,5.5,5.5,5.5,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.52,12,27,1
104,Christophe Hérelle,Stade Brestois,12.87,5.5,5.5,5.5,5.5,5.6,1,0.1,0.03,0.04,0.03,0.03,0.0,5.52,7,235,1
211,Gabriel Iván Mercado,Sevilla,50.0,5.5,5.4,5.9,5.4,5.4,1,0.6,0.03,0.03,0.02,0.02,0.0,5.52,11,4,1
498,Salomon Junior Sambia,Montpellier,14.97,5.4,5.6,5.4,5.6,5.6,1,0.2,0.04,0.04,0.03,0.03,0.0,5.52,7,108,1
134,David Ferreiro Quiroga,Huesca,19.95,5.4,5.5,5.4,5.6,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.52,11,90,1
574,Álvaro Borja Morata Martín,Atlético Madrid,34.98,5.4,5.4,5.8,5.4,5.5,1,0.4,0.03,0.03,0.02,0.02,0.0,5.5,11,4,1
307,Juan Carlos Real Ruiz,Huesca,17.0,5.4,5.4,5.6,5.4,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.5,11,90,1
423,Nathan Tella,Bayer Leverkusen,9.9,5.4,5.4,5.4,5.4,5.9,1,0.1,0.03,0.04,0.03,0.02,0.0,5.5,9,281,1
123,Daniel Wass,Valencia,93.97,5.5,5.3,5.3,5.5,5.9,1,1.0,0.03,0.04,0.02,0.03,0.0,5.5,11,42,1
279,Jordan Lotomba,OGC Nice,14.98,5.4,5.6,5.4,5.6,5.4,1,0.2,0.04,0.04,0.03,0.03,0.0,5.48,7,108,1
240,Ibrahim Amadou,Sevilla,34.95,5.4,5.7,5.4,5.4,5.5,1,0.4,0.03,0.03,0.02,0.02,0.0,5.48,11,4,1
473,Pol Mikel Lirola Kosok,Marseille,18.98,5.4,5.4,5.7,5.4,5.5,1,0.2,0.04,0.04,0.03,0.03,0.0,5.48,7,108,1
269,Jesús Vallejo Lázaro,Granada,32.0,5.5,5.4,5.4,5.4,5.7,1,0.4,0.03,0.04,0.03,0.03,0.0,5.48,11,90,1
153,Domagoj Bradarić,Lille,20.95,5.5,5.4,5.4,5.4,5.7,1,0.2,0.04,0.04,0.03,0.03,0.0,5.48,7,108,1
194,Felix Passlack,Bochum,14.0,5.4,5.4,5.5,5.5,5.6,1,0.2,0.03,0.04,0.03,0.02,0.0,5.48,9,281,1
203,Fran Karačić,Australia,25.98,5.3,5.4,5.5,5.5,5.7,1,0.3,0.03,0.03,0.02,0.02,0.0,5.48,43,106,1
252,Ivaylo Chochev,Palermo,92.98,5.6,5.2,5.7,5.5,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.46,12,27,1
